agent,model,runtime,task,run_id,subcategory,reasoning
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres,run_2,framework_idiosyncrasy,"Fastify is rejecting requests with Content-Type: application/json but no body, throwing FST_ERR_CTP_EMPTY_JSON_BODY on DELETE/POST routes like unfavorite/unfollow. This is a Fastify-specific request parsing/configuration issue (e.g., client sends JSON content-type on empty body and server doesn't allow it), causing 400s despite routes existing."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres-sequelize,run_0,database_runtime_error,"The primary failures are 500s caused by Sequelize generating SQL that references non-existent columns (e.g., querying ""Favorite"".""userId"" when the actual column is ""Favorite"".""UserId""), indicating a model/association field naming mismatch that triggers runtime database errors. The Fastify empty-body 400s are secondary framework behavior issues, but the upstream root cause of the widespread breakage is the DB/ORM column mismatch."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres-sequelize,run_2,framework_idiosyncrasy,"Fastify’s default JSON content-type parser rejects requests that send `Content-Type: application/json` with an empty body, causing 400 `FST_ERR_CTP_EMPTY_JSON_BODY` on DELETE/POST endpoints like unfollow/unfavorite. The routes exist and run, but framework-level request parsing behavior wasn’t configured to tolerate empty JSON bodies as the tests expect."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite,run_2,incorrect_query_logic,"The primary failures are 500s from SQLite errors caused by queries referencing non-existent columns (e.g., joining favorites as f.user_id when the schema uses a different column name), breaking favorited/tag article filters. The empty-body 400s are secondary framework behavior, but the upstream root cause for the core test failures is incorrect SQL/query construction against the actual schema."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite-sequelize,run_0,framework_idiosyncrasy,"Fastify's default JSON content-type parser rejects requests with `Content-Type: application/json` and an empty body (FST_ERR_CTP_EMPTY_JSON_BODY), causing 400s on routes like favorite/unfavorite, delete comment/article, and unfollow that should accept empty bodies per the spec."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-unconstrained,run_0,framework_idiosyncrasy,"Fastify rejects requests with an empty JSON body when a JSON content-type is sent, returning 400 (e.g., POST/DELETE favorite and DELETE unfollow which have no requestBody in the spec). This causes the observed 400s on favorite/unfavorite and unfollow even though routes exist."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-unconstrained,run_2,framework_idiosyncrasy,"Fastify returns 400 on POST/DELETE favorite and unfollow endpoints when the client sends an empty JSON body with Content-Type: application/json (FST_ERR_CTP_EMPTY_JSON_BODY). These endpoints should accept empty bodies, but the server doesn’t handle Fastify’s empty-body parsing behavior, causing the test failures."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture,run_1,incorrect_query_logic,"The failing feature is specifically the GET /articles?favorited=:username behavior, which depends on correctly filtering articles by users who have favorited them. Since both unauthenticated and authenticated variants fail while the server starts and routes exist, the upstream issue is the favorites-by-username retrieval/filter query logic rather than auth or framework/runtime errors."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture,run_2,framework_idiosyncrasy,"The primary failure is a Node->Fetch request adaptation bug: creating a Web Request from a Node IncomingMessage body without setting RequestInit.duplex triggers undici's runtime TypeError, causing all body-bearing endpoints to 500/422 despite routes existing."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres-sequelize,run_0,framework_idiosyncrasy,"The primary failure is a Node/undici Fetch API requirement: when constructing a Request with a streaming body (passing the Node req as body), Node 18+ requires `duplex: 'half'`. The Hono Node→Fetch adapter omitted this option, causing runtime exceptions and 500s on any endpoint receiving a request body."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite,run_2,framework_idiosyncrasy,"The primary failure is a Node/Hono adapter issue: the custom Node->Fetch Request construction streams the Node req as a body without setting Node 20/undici's required `duplex: 'half'` option, causing runtime TypeErrors on any request with a body and cascading 500s despite routes existing."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres-sequelize,run_1,framework_idiosyncrasy,"All endpoints return 500 due to an incorrect Node/Hono request adapter: index.js constructs undici Request objects with invalid body handling (missing `duplex` for streamed bodies and attaching bodies to GET/HEAD), triggering runtime TypeErrors before any route logic executes."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite,run_0,database_runtime_error,"Most core endpoints (register/login/create/update/favorite/follow) return 500, which strongly indicates a runtime failure in the SQLite/ORM layer (e.g., schema mismatch or invalid DB API usage) rather than missing routes or spec-level logic; the server starts and routes resolve, but DB-backed operations crash."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite,run_2,database_runtime_error,"Most core write/auth endpoints return 500 while the server starts and some GET routes return 200, which strongly indicates runtime exceptions during DB operations (e.g., schema/constraint issues or incorrect SQLite/ORM usage) rather than missing routes or pure business-logic mismatches; the 401/404s are likely cascading from failed user/article creation."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres,run_1,incorrect_query_logic,"Most endpoints 500 due to a Postgres ""syntax error at end of input"" thrown from userRepository.findByToken, indicating malformed SQL string construction (e.g., missing clause/placeholder/parenthesis) rather than auth header parsing or routing. This broken query is upstream and cascades into failures across auth-dependent services like profiles, articles, and follows."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-postgres,run_1,business_logic_defect,"PUT /api/user is returning 422 for valid update payloads, indicating the handler’s request-body validation/field handling doesn’t match the RealWorld spec (e.g., wrong expected body shape under `user`, treating optional fields as required, or rejecting allowed fields), rather than a routing, auth, or database runtime issue."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-unconstrained,run_0,state_propagation_failure,"The favorite endpoint is implemented as a stateless stub that always returns a freshly generated article without persisting or propagating the favorited/favoritesCount mutation, so POST /articles/:slug/favorite does not reflect the updated state expected by the tests."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_2,business_logic_defect,"The primary failure is a service/repository implementation mismatch: ArticleService calls a non-existent UserRepository.user_to_dict during article serialization, causing 500s across article listing endpoints. The subsequent 'null' path param errors are cascading from earlier failures to create/return valid slugs/ids."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-postgres,run_1,database_runtime_error,"The 500s stem from asyncpg connections/pool being created or used on a different asyncio event loop than aiohttp’s request handler loop (""Future attached to a different loop""), indicating incorrect DB pool lifecycle/event-loop management rather than query or business logic."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-postgres-sqlalchemy,run_0,business_logic_defect,"User registration crashes because the password hashing layer uses bcrypt via passlib, which rejects passwords longer than 72 bytes; this breaks account creation and cascades into 401s for login and all authenticated endpoints. The primary issue is incorrect password-handling business logic (not truncating/validating or using a scheme that supports longer secrets)."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-postgres-sqlalchemy,run_1,database_runtime_error,"All endpoints return 500 with asyncpg 'cannot perform operation: another operation is in progress', which indicates the app is reusing a single asyncpg connection/SQLAlchemy AsyncSession concurrently across requests instead of creating an independent session/transaction per request."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-postgres-sqlalchemy,run_2,business_logic_defect,"User registration crashes because the password hashing logic uses bcrypt via passlib without handling bcrypt’s 72-byte input limit, causing a 500 on valid test passwords and preventing token issuance; the resulting 401s are cascading from this incorrect auth business logic rather than route/auth middleware misconfiguration."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-sqlite,run_0,database_runtime_error,"Core handlers crash because sqlite3.Row is treated like a dict (calling .get), raising AttributeError at runtime and returning 500s on register/profile. This prevents token issuance and cascades into widespread 401/422 failures despite routes existing."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-sqlite-sqlalchemy,run_1,auth_misconfiguration,"User registration crashes during password hashing (passlib/bcrypt raises ValueError for passwords >72 bytes), so no users/tokens can be created and all subsequent authenticated requests cascade into 401s. The upstream failure is in the authentication/password-handling implementation rather than routing or query logic."
mini_swe_sdk,gpt-5-mini,uv,aiohttp-openapi-sqlite-sqlalchemy,run_2,database_runtime_error,"Handlers access lazy-loaded ORM relationships (e.g., viewer.following) after the SQLAlchemy session has been closed, causing DetachedInstanceError at runtime and resulting in widespread 500s; downstream 422s stem from these crashes preventing proper state/slug propagation."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-clean_architecture,run_0,business_logic_defect,"The favorite/unfavorite endpoints return 200 but at least one favorite-related test still fails, indicating the implementation does not correctly apply the RealWorld spec’s state changes (e.g., persisting the favorite relationship per user and updating favorited/favoritesCount and favorited filtering) rather than an auth, routing, or DB runtime issue."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-clean_architecture,run_1,business_logic_defect,"PUT /api/user returns 405 Method Not Allowed, meaning the route exists but the view is not implemented to accept/handle the PUT method required by the spec (missing update-user handler or method dispatch), which is a spec-level behavior mismatch rather than auth/query/DB issues."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-clean_architecture-postgres,run_0,database_runtime_error,"All endpoints fail due to a Django ProgrammingError: the Postgres table ""api_user"" does not exist, indicating migrations were not applied or the app/models weren’t migrated/registered, causing runtime DB access to crash."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-clean_architecture-postgres-sqlalchemy,run_1,auth_misconfiguration,"Most core failures are 401s on endpoints that require authentication (current user, update user, create article, feed, follow/unfollow), indicating the server is not correctly parsing/validating the RealWorld Authorization header/token format. The subsequent /api/articles/null 422/404 cascade is downstream of auth failing during article creation, so the slug is never returned/propagated."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-clean_architecture-sqlite,run_0,database_runtime_error,"All endpoints return 500 with Django OperationalError 'no such table: api_tag', indicating the database schema/migrations were not created or applied (or the app’s migrations aren’t wired into INSTALLED_APPS), causing runtime failures on any ORM access."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-clean_architecture-sqlite-sqlalchemy,run_2,state_propagation_failure,"Requests are being made to /api/articles/null/... indicating the article slug (and likely comment id) is not being generated/returned and then propagated to subsequent operations. This upstream null identifier leads to None lookups and serialization of a None comment object, causing the observed 500s."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-postgres,run_1,incorrect_query_logic,"The implementation returns stubbed/static payloads (e.g., /api/articles always returns an empty list with count 0 and comments list is empty), so query parameters like author/tag/favorited are ignored and stateful relations (favorites/follows/comments) are never actually queried or reflected. Auth succeeds and routes exist, but the data retrieval/mutation logic is fundamentally incorrect for filtering and listing behavior."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-sqlite-sqlalchemy,run_1,database_runtime_error,"Requests crash with SQLAlchemy DetachedInstanceError because ORM objects (e.g., current user) are accessed after their session is closed, triggering lazy-loads on relationships like `following`. This is a runtime ORM/session lifecycle misuse rather than a query or spec logic issue."
mini_swe_sdk,gpt-5-mini,uv,django-openapi-unconstrained,run_0,business_logic_defect,"The favorite and follow endpoints return 200 but appear to be stubbed and do not persist or reflect state changes (e.g., favoritesCount/favorited and following flags), so the behavior diverges from the RealWorld spec despite routes and auth working."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-clean_architecture,run_0,auth_misconfiguration,"Only the profile follow/unfollow endpoints return 401 while other authenticated endpoints (e.g., /api/user, article favorite) succeed, indicating those routes are wired to the wrong/missing auth dependency or parse the Authorization header differently, causing valid tokens to be rejected specifically for follow/unfollow."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-clean_architecture-sqlite,run_1,auth_misconfiguration,"User registration crashes in the password hashing layer (passlib/bcrypt ValueError for >72-byte passwords), preventing account creation and token issuance; this upstream auth failure cascades into widespread 401s on login and all authenticated endpoints."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-postgres,run_0,incorrect_query_logic,"The implementation returns hardcoded/dummy article and comment payloads and ignores query parameters like author/tag/favorited, so listing endpoints always return incorrect data despite 200 responses. This is fundamentally broken retrieval/filtering logic rather than auth, DB runtime, or framework issues."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-postgres,run_2,business_logic_defect,"User registration crashes with a 500 because the password hashing implementation uses bcrypt directly via passlib without handling bcrypt’s 72-byte password limit, causing ValueError for long test passwords and cascading into downstream auth-dependent 401s."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-postgres-sqlalchemy,run_0,auth_misconfiguration,"The upstream failure is broken auth/token handling: login consistently returns 401 and all protected endpoints cascade to 401, indicating the Authorization header/JWT validation flow is mis-implemented. The bcrypt 72-byte ValueError affects registration, but the dominant suite-wide breakage is inability to authenticate and obtain/use a valid token."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-sqlite,run_1,auth_misconfiguration,"User registration crashes during password hashing because bcrypt rejects passwords longer than 72 bytes, causing 500s and preventing token issuance; as a result, subsequent authenticated requests fail with 401s due to missing/invalid JWTs."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-sqlite,run_2,auth_misconfiguration,"User registration crashes during password hashing because bcrypt rejects passwords longer than 72 bytes, causing 500s and preventing token issuance; as a result, all subsequent authenticated flows fail with 401. The 422s on slug/username routes are secondary, but the upstream blocker is broken auth/registration."
mini_swe_sdk,gpt-5-mini,uv,fastapi-openapi-unconstrained,run_2,business_logic_defect,"Core endpoints crash because request bodies are handled incorrectly (treating Pydantic models like dicts, e.g., user_data[""email""] on a NewUser instance), which is an implementation/logic bug in endpoint code rather than auth, DB, or framework behavior."
mini_swe_sdk,gpt-5-mini,uv,flask-openapi-clean_architecture-postgres,run_2,database_runtime_error,"The primary failures are 500s caused by SQLAlchemy DetachedInstanceError: ORM entities (e.g., User.following) are accessed after the session is closed, triggering lazy-load on a detached instance. This session lifecycle misuse is upstream of the cascading 422/500 behaviors across many endpoints."
mini_swe_sdk,gpt-5-mini,uv,flask-openapi-clean_architecture-postgres-sqlalchemy,run_2,auth_misconfiguration,"All endpoints that require authentication consistently return 401, indicating the JWT/Authorization header parsing or token validation is implemented incorrectly (e.g., wrong header scheme or secret), which then prevents creating articles and cascades into null slug/422 failures on slug-based routes."
mini_swe_sdk,gpt-5-mini,uv,flask-openapi-postgres,run_1,business_logic_defect,"User registration crashes because the password hashing layer (passlib/bcrypt) is fed passwords longer than bcrypt’s 72-byte limit without pre-hashing/truncation, causing a 500 and preventing user creation; the subsequent 401s are cascading from the inability to register/login."
mini_swe_sdk,gpt-5-mini,uv,flask-openapi-unconstrained,run_1,auth_misconfiguration,"All authenticated endpoints consistently return 401 right after a successful login, indicating the server is not parsing/accepting the RealWorld-required Authorization header format (""Token <jwt>"") or otherwise failing token validation. The subsequent /api/articles/null 422s are downstream from auth preventing article creation (no slug returned), not the primary cause."
