agent,model,runtime,task,run_id,category,reasoning
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-clean_architecture-sqlite,run_0,server_startup_failure,"The server crashes on startup due to a JavaScript syntax error in articleRepository.js (`.all(*params, limit, offset)` uses an invalid `*` token), preventing Fastify from loading routes. This results in all API tests failing because the backend never successfully starts."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-clean_architecture-sqlite,run_1,server_startup_failure,"The server crashes immediately with `Error: Cannot find module 'fastify'`, indicating dependencies were never installed/available (no `npm install`/missing node_modules), so the API never starts and all endpoint tests fail as a result."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-clean_architecture-sqlite,run_2,server_startup_failure,"The server crashes on startup with a SyntaxError in /repository/db/db.js at a template literal passed to db.prepare, so no endpoints are reachable and all API tests fail due to the backend not running."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_0,incomplete_implementation,"The server starts, but nearly all required RealWorld Conduit endpoints under /api (e.g., POST /api/users, POST /api/users/login, /api/articles, /api/tags, profiles, comments) are not registered, producing 404s in tests and logs. The agent only scaffolded a health-check route and database models, leaving the API surface largely unimplemented."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_1,incomplete_implementation,"The server is running and responding, but nearly all required Conduit API routes under /api (users, profiles, articles, tags, comments) are not registered, producing 404s in tests and logs. This indicates the API surface was not implemented or not wired into Fastify, rather than a startup/configuration failure."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_2,logic_error,"The server starts successfully, but key state-changing endpoints (favorite/unfavorite article, unfollow profile) return 400s and favorited-articles queries fail despite returning 200, indicating the routes exist but the underlying business logic/validation for favorites/follows and related queries is incorrect rather than missing or a startup/format issue."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres,run_0,logic_error,"The server starts and endpoints exist, but favoriting fails because the POST /api/articles/:slug/favorite handler (or Fastify config) incorrectly requires a non-empty JSON body, causing Fastify to throw FST_ERR_CTP_EMPTY_JSON_BODY and return 400 for a bodyless request. The favorited-articles listing endpoints return 200 but fail assertions, indicating incorrect filtering/response behavior rather than missing routes or startup issues."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres,run_1,server_startup_failure,"The server crashes immediately with ""Cannot find module 'fastify'"", indicating dependencies were never installed/available at runtime (missing node_modules or incorrect packaging). As a result, all API tests fail due to the server not starting."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres,run_2,logic_error,"The server starts and routes exist, but several endpoints return 400 due to Fastify rejecting empty JSON bodies (FST_ERR_CTP_EMPTY_JSON_BODY) on DELETE/POST actions like unfavorite/unfollow, indicating incorrect request parsing/route configuration rather than missing endpoints or schema shape issues."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres-sequelize,run_0,logic_error,"The server starts and routes exist, but runtime behavior is broken due to incorrect Sequelize model/column naming (e.g., querying Favorite.userId when the actual column is Favorite.UserId), causing widespread 500s. Additionally, DELETE/POST endpoints incorrectly require a JSON body, triggering Fastify empty-body 400s for follow/unfollow/favorite/unfavorite operations."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres-sequelize,run_1,server_startup_failure,"The server never started because the required entry script ./run.sh was not present in the final patch (server log: ""./run.sh: not found""), causing all API tests to fail with connection/startup errors. Verifier also reports no DB/ORM files in the patch, consistent with nothing being actually applied."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-postgres-sequelize,run_2,logic_error,"The server starts and routes exist, but several endpoints return 400 due to Fastify rejecting empty JSON bodies (FST_ERR_CTP_EMPTY_JSON_BODY) on DELETE/POST actions like unfollow/unfavorite, indicating incorrect request parsing/validation behavior rather than missing endpoints or schema-only issues."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite,run_0,server_startup_failure,"All tests failed because the server never started: the server log shows `./run.sh: not found`, indicating the required startup script/entry point was missing or not present at runtime, leading to connection failures across all endpoints."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite,run_1,server_startup_failure,"The server never starts because required Node dependencies (e.g., 'fastify') are not installed, causing a MODULE_NOT_FOUND error on startup and all API requests to fail with connection errors. The agent attempted `npm install` twice but it returned non-zero and they still declared completion."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite,run_2,logic_error,"The server starts and most routes exist, but key behaviors are broken: SQL queries reference non-existent columns (e.g., favorites join uses f.user_id causing 500s on favorited/tag filters), and Fastify rejects DELETE/POST requests with empty JSON bodies (400s on unfollow/unfavorite) due to incorrect content-type/body handling. These are implementation logic/DB schema mismatches rather than missing endpoints or startup issues."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite-sequelize,run_0,logic_error,"Server starts and most endpoints respond, but several routes that should accept empty bodies (DELETE follow/unfollow, DELETE comment, DELETE article, POST/DELETE favorite) return 400 due to Fastify rejecting an empty JSON body when the client sends Content-Type: application/json. This request-parsing behavior breaks the expected API semantics and causes many test failures despite the endpoints existing."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite-sequelize,run_1,server_startup_failure,"All API tests failed and the server log shows `./run.sh: Permission denied`, indicating the server never started due to the startup script lacking execute permission (or incorrect invocation), causing connection failures across endpoints."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-sqlite-sequelize,run_2,server_startup_failure,"The server crashes immediately on startup with a MODULE_NOT_FOUND error for 'fastify', indicating dependencies were not installed/declared in a way the runner uses, so the API never starts and all endpoint tests fail."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-unconstrained,run_0,logic_error,"The server starts successfully and endpoints exist, but key behaviors around favorites and follows are incorrect, causing 400s and wrong results for favoriting/unfavoriting and unfollowing as well as listing favorited articles by username."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-unconstrained,run_1,server_startup_failure,"The server crashes immediately with a SyntaxError in server.js (""candidate = ;"" / unexpected ';'), so it never starts listening; consequently all API tests fail due to the backend not running."
mini_swe_sdk,gpt-5-mini,node,fastify-openapi-unconstrained,run_2,logic_error,"The server starts and the favorite/unfavorite/unfollow endpoints exist, but they return 400s in tests, indicating incorrect request handling/auth logic (e.g., requiring auth or parsing headers/body incorrectly) rather than missing routes or wrong response schema."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture,run_0,server_startup_failure,"The server crashes on startup with a SyntaxError in index.js (invalid/unexpected token at the template-literal console.log line), so no endpoints are reachable and all API tests fail as a consequence."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture,run_1,logic_error,"The server starts successfully and the relevant endpoints exist, but the specific feature ""Articles Favorited by Username"" fails all tests, indicating incorrect behavior in the favorites-by-author/profile feed logic (e.g., wrong filtering by favorited users, incorrect query semantics, or auth-dependent handling) rather than missing routes or response schema."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture,run_2,logic_error,"The server starts and endpoints are reachable, but requests with bodies crash due to incorrect Node->Fetch request adaptation: undici requires RequestInit.duplex when streaming a body, causing runtime TypeError and widespread 500s/422s."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres,run_0,server_startup_failure,"The server crashes immediately on startup with a SyntaxError in src/index.js (invalid/unexpected token at the template literal in the console.log line), so no endpoints are reachable and all API tests fail as a result."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres,run_1,server_startup_failure,"Although the process bound to port 3000, every request with a body crashes in the Node→Hono adapter: creating a WHATWG Request with a streaming body requires setting RequestInit.duplex='half' in Node/undici. This causes runtime exceptions and blanket 500s across most endpoints, effectively preventing the API from functioning."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres,run_2,server_startup_failure,"The server crashes on startup with `TypeError: app.listen is not a function` in `index.js`, so no endpoints are reachable and all API tests fail due to the server never successfully starting."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres-sequelize,run_0,logic_error,"The server starts, but every request with a body triggers a runtime exception in the Node→Fetch adapter: `TypeError: RequestInit: duplex option is required when sending a body.` This is caused by constructing `new Request(..., { body: req })` without `duplex: 'half'` in Node/undici, leading to 500s across most endpoints."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres-sequelize,run_1,server_startup_failure,"The server never successfully starts due to a syntax error in src/index.js: the file contains an injected shell command string (""EOF && nohup ./run.sh ..."") causing `SyntaxError: Unexpected token '/'`. As a result, all API tests fail because the backend cannot boot and accept connections."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-postgres-sequelize,run_2,incomplete_implementation,"The server does start (logs show DB synced and listening), but the agent only implemented a small subset of endpoints and explicitly stubbed most of the RealWorld API to return 501 Not Implemented, causing widespread test failures across users, articles, profiles, comments, and tags."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite,run_0,server_startup_failure,"The server crashes immediately on startup with a SyntaxError in db/init.js (invalid/unexpected token at a template literal), so none of the API endpoints can be exercised and all tests fail as a consequence."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite,run_1,server_startup_failure,"The server crashes immediately on startup with ERR_PACKAGE_PATH_NOT_EXPORTED due to requiring a non-exported subpath `hono/json` in index.js, so no endpoints are reachable and all API tests fail."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite,run_2,logic_error,"The server starts, but requests that include a body crash at runtime with `TypeError: RequestInit: duplex option is required when sending a body`, indicating the custom Node->Fetch adapter in `src/server.js` constructs `new Request(..., { body: req })` without the required `duplex: 'half'` option in Node 20/undici. This causes widespread 500s on POST/PUT/DELETE despite routes existing."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite-sequelize,run_0,server_startup_failure,"The server never successfully starts: health-check requests fail to connect and server.log shows fatal SyntaxError issues (e.g., stray heredoc/shell text injected into JS files and redeclaration of 'sequelize' in src/index.js). With the process crashing at startup, all API tests fail due to connection errors rather than endpoint logic."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite-sequelize,run_1,server_startup_failure,"The server crashes immediately on startup with a SyntaxError in /repository/index.js (invalid/unexpected token at a console.log template literal), so no endpoints are reachable and all API tests fail due to the server never starting."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-clean_architecture-sqlite-sequelize,run_2,server_startup_failure,"The server crashes on startup with ERR_PACKAGE_PATH_NOT_EXPORTED due to an invalid import `require('hono/json')` in index.js, so no endpoints are reachable and all API tests fail."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres,run_0,server_startup_failure,"The server crashes on startup with a SyntaxError in src/index.js (invalid/unexpected token around a template literal), so no endpoints are reachable and all API tests fail as a result."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres,run_1,server_startup_failure,"The server crashes immediately with a SyntaxError in src/index.js (invalid/unexpected token around a template literal), so it never starts listening. This explains why all API tests fail, as no endpoints are reachable."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres,run_2,server_startup_failure,"The server crashes on startup with a SyntaxError in index.js (invalid/unexpected token in a template literal around line 233), so none of the API endpoints can be exercised and all tests fail as a result."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres-sequelize,run_0,incomplete_implementation,"The server starts and responds to the health-check, but essentially all required RealWorld API endpoints return 404, indicating the agent only implemented a minimal baseline and did not build the specified routes/controllers (register/login/users/articles/comments/profiles/tags). This is a missing API surface rather than a schema/logic issue."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres-sequelize,run_1,logic_error,"The server starts but every API call returns 500 due to a broken request adapter in index.js: it constructs undici Request objects incorrectly (missing duplex for streamed bodies and even attaching bodies to GET/HEAD), causing runtime TypeErrors and cascading 500s across all endpoints."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-postgres-sequelize,run_2,server_startup_failure,"The server never successfully starts: logs show a runtime TypeError ""app.listen is not a function"" in src/index.js, so all API tests fail due to the backend not accepting connections rather than endpoint logic or schema issues."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite,run_0,logic_error,"The server starts and routes exist (many GETs return 200/401 rather than connection errors/404), but core behaviors like registration/login and authenticated mutations consistently return 500/422, indicating broken runtime logic (e.g., DB schema/queries, token/auth handling, slug lookup) rather than missing endpoints or response-format-only issues."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite,run_1,premature_termination,"The agent declared completion immediately after creating initial files without running tests or verifying endpoint behavior; the server starts but nearly all API tests fail, indicating the implementation was not validated and likely incomplete/incorrect when it stopped."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite,run_2,logic_error,"The server starts, but most core operations return 500/401/404, indicating runtime/auth/business-logic bugs rather than missing server startup. Many routes exist (several GETs return 200) yet key behaviors like registration/login, article creation, favoriting, and profile/comment lookups fail, pointing to broken request handling/auth/DB logic and slug/resource resolution."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite-sequelize,run_0,server_startup_failure,"The server crashes on startup with ERR_PACKAGE_PATH_NOT_EXPORTED due to importing `serve` from the non-exported subpath `hono/node` in `src/index.js`, so the API never starts and all endpoint tests fail."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite-sequelize,run_1,server_startup_failure,"The server starts but every request with a body triggers a runtime exception in the Node→Fetch adapter: undici requires `RequestInit.duplex` when streaming a body (`body: req`). This causes widespread 500s across endpoints, indicating a fundamental request-handling/server wiring issue rather than missing routes or response schema."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-sqlite-sequelize,run_2,server_startup_failure,"The server fails immediately on startup with `TypeError: app.listen is not a function` in `index.js`, so no endpoints are reachable and all API tests fail due to the server not actually listening."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-unconstrained,run_0,server_startup_failure,"The server crashes immediately on startup with a TypeError in @hono/node-server (""listeningListener is not a function""), so the API never becomes reachable; this explains the broad test failures across all endpoints."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-unconstrained,run_1,server_startup_failure,"The server crashes on startup with a Node.js SyntaxError at index.js:311 (invalid/unexpected token in the template literal for the startup log), so no endpoints are reachable and all API tests fail."
mini_swe_sdk,gpt-5-mini,node,hono-openapi-unconstrained,run_2,server_startup_failure,"The server crashes immediately after printing ""Server running on port 3000"" with a TypeError in @hono/node-server (""listeningListener is not a function""), so the API never becomes reachable and all endpoint tests fail due to the server not staying up."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture,run_0,server_startup_failure,"The server crashes immediately with a SyntaxError in src/server.js (invalid/unexpected token near a template literal), so it never starts and all API tests fail due to the backend not running."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture,run_2,server_startup_failure,"The server never starts because the required entry script ./run.sh is missing at runtime (server log: ""./run.sh: not found""), indicating the agent’s file creation/setup did not successfully produce the startup script in the expected location, so all API tests fail due to connection/startup failure."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres,run_0,server_startup_failure,"Server crashes on startup with a SyntaxError in /repository/index.js (invalid/unexpected token in a template literal), so the API never becomes reachable and all endpoint tests fail as a result."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres,run_1,logic_error,"The server starts and routes are present, but most requests crash with Postgres errors: ""syntax error at end of input"" originating from userRepository.findByToken, indicating malformed SQL/query construction (likely missing placeholders/closing syntax) that breaks auth-dependent flows and cascades into 500s across many endpoints; registration 422s also suggest validation/handling logic issues rather than missing endpoints."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres,run_2,incomplete_implementation,"The server starts and listens on port 3000, but every RealWorld endpoint tested returns 404, indicating the required API routes (e.g., /api/users, /api/users/login, /api/articles, etc.) were not actually registered/implemented in the running server or were mounted under the wrong paths."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres-sequelize,run_0,incomplete_implementation,"The server starts successfully (logs show DB connected and listening), but all RealWorld API routes return 404, indicating the required endpoints were never implemented or wired into the router (only a minimal scaffold/health-check was created)."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres-sequelize,run_1,incomplete_implementation,"Although the server eventually starts, multiple required API endpoints return 404/405/422 in tests (favorites, comments, feed, update article), indicating large parts of the RealWorld API surface are missing or not wired correctly. The agent focused on getting a health-check to pass and did not complete/validate the full set of routes and behaviors."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-postgres-sequelize,run_2,incomplete_implementation,"The server starts successfully, but all RealWorld endpoints return 404, indicating the required routes were never actually implemented/registered (likely due to truncated or missing source files), leaving the API surface incomplete despite a running Koa process."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-sqlite,run_0,server_startup_failure,"The server never successfully starts due to SyntaxError/invalid tokens embedded in JS files (e.g., stray ""EOF && \\"" in repositories/userRepo.js and repository/index.js), causing connection failures for all API tests. Although there are also clean-architecture verifier violations, the primary blocker is the runtime crash on startup."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-sqlite,run_1,server_startup_failure,"Server crashes on startup with a SyntaxError in /repository/index.js (invalid/unexpected token in a template literal), so no endpoints are reachable and all API tests fail due to the server never successfully starting."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-sqlite,run_2,server_startup_failure,"The server crashes on startup with a SyntaxError in lib/db.js at the line containing a template literal for `PRAGMA foreign_keys = ON;`, preventing the app from booting and causing all API tests to fail."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-sqlite-sequelize,run_0,incomplete_implementation,"The server starts (log shows it listening on port 3000), but every RealWorld API route returns 404, indicating the required endpoints were never correctly implemented/mounted (e.g., missing /api route wiring or route files not created/loaded properly). This is a missing API surface rather than a startup/configuration failure."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-sqlite-sequelize,run_1,server_startup_failure,"The server crashes immediately on startup with a SyntaxError in /repository/index.js at a template-literal console.log line, so no endpoints are reachable and all API tests fail due to the server never successfully starting."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-clean_architecture-sqlite-sequelize,run_2,premature_termination,"The agent declared completion immediately after writing files without installing dependencies, running the server, or validating endpoints against the RealWorld spec. The server starts, but the tests show widespread 422 responses, indicating the implementation was not verified or finished before terminating."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-postgres,run_1,logic_error,"The server starts successfully, but the Update User (PUT /user) tests return 422, indicating the endpoint exists yet rejects valid input or applies incorrect validation/field handling (e.g., expecting wrong body shape, mishandling optional fields, or auth/user lookup), which is a behavioral bug rather than missing routes or schema format."
mini_swe_sdk,gpt-5-mini,node,koa-openapi-postgres,run_2,incomplete_implementation,"The server starts and connects to Postgres, but most required article/comment endpoints are missing or not wired correctly (many 404s and a 405 on Create Article), indicating the API surface wasn’t fully implemented to match the RealWorld spec."
